admin3Name_es,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin2Name_es,admin2Pcode,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
Alausi,EC060250,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Achupallas,EC060251,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Guasuntos,EC060253,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Huigra,EC060254,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Multitud,EC060255,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Pistishi (Nariz del Diablo),EC060256,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Pumallacta,EC060257,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Sevilla,EC060258,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Sibambe,EC060259,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Tixan,EC060260,,,,Alausi,EC0602,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Villa La Union (Cajabamba),EC060350,,,,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Cañi,EC060351,Cani,,,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Columbe,EC060352,,,,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Juan de Velasco (Pangor),EC060353,,,,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Santiago de Quito (Cab. en San Antonio de Quito),EC060354,,,,Colta,EC0603,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Chambo,EC060450,,,,Chambo,EC0604,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Chunchi,EC060550,,,,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Capzol,EC060551,,,,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Compud,EC060552,,,,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Gonzol,EC060553,,,,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Llagos,EC060554,,,,Chunchi,EC0605,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Guamote,EC060650,,,,Guamote,EC0606,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Cebadas,EC060651,,,,Guamote,EC0606,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Palmira,EC060652,,,,Guamote,EC0606,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Guano,EC060750,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Guanando,EC060751,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Ilapo,EC060752,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
La Providencia,EC060753,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
San Andres,EC060754,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
San Gerardo de Pacaicaguan,EC060755,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
San Isidro de Patulu,EC060756,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose del Chazo,EC060757,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Fe de Galan,EC060758,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Valparaiso,EC060759,,,,Guano,EC0607,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Pallatanga,EC060850,,,,Pallatanga,EC0608,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Penipe,EC060950,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
El Altar,EC060951,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Matus,EC060952,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Puela,EC060953,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
San Antonio de Bayushig,EC060954,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
La Candelaria,EC060955,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Bilbao (Cab. en Quilluyacu),EC060956,,,,Penipe,EC0609,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Cumanda,EC061050,,,,Cumanda,EC0610,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Machala,EC070150,,,,Machala,EC0701,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
El Retiro,EC070152,,,,Machala,EC0701,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Arenillas,EC070250,,,,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Chacras,EC070251,,,,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Palmales,EC070254,,,,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Carcabon,EC070255,,,,Arenillas,EC0702,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Paccha,EC070350,,,,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Ayapamba,EC070351,,,,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Cordoncillo,EC070352,,,,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Milagro,EC070353,,,,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose,EC070354,,,,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
San Juan de Cerro Azul,EC070355,,,,Atahualpa,EC0703,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Balsas,EC070450,,,,Balsas,EC0704,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Bellamaria,EC070451,,,,Balsas,EC0704,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Chilla,EC070550,,,,Chilla,EC0705,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
El Guabo,EC070650,,,,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Barbones (Sucre),EC070651,,,,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
La Iberia,EC070652,,,,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Tendales (Cab. en Puerto Tendales),EC070653,,,,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Rio Bonito,EC070654,,,,El Guabo,EC0706,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Huaquillas,EC070750,,,,Huaquillas,EC0707,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Marcabeli,EC070850,,,,Marcabeli,EC0708,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
El Ingenio,EC070851,,,,Marcabeli,EC0708,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Pasaje,EC070950,,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Buenavista,EC070951,,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Casacay,EC070952,,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
La Peaña,EC070953,La Peana,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Progreso,EC070954,,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Uzhcurrumi,EC070955,,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Cañaquemada,EC070956,Canaquemada,,,Pasaje,EC0709,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Piñas,EC071050,Pinas,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Capiro (Cab. en la Capilla de Capiro),EC071051,,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
La Bocana,EC071052,,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Moromoro (Cab. en el Vado),EC071053,,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Piedras,EC071054,,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
San Roque (Ambrosio Maldonado),EC071055,,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Saracay,EC071056,,,,Piñas,EC0710,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Portovelo,EC071150,,,,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Curtincapa,EC071151,,,,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Morales,EC071152,,,,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Salati,EC071153,,,,Portovelo,EC0711,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Rosa,EC071250,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Bellavista,EC071251,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Jambeli,EC071252,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
La Avanzada,EC071253,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
San Antonio,EC071254,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Torata,EC071255,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Victoria,EC071256,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Bellamaria,EC071257,,,,Santa Rosa,EC0712,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Zaruma,EC071350,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Abañin,EC071351,Abanin,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Arcapamba,EC071352,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Guanazan,EC071353,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Guizhaguiña,EC071354,Guizhaguina,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Huertas,EC071355,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Malvas,EC071356,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Muluncay Grande,EC071357,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Sinsao,EC071358,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Salvias,EC071359,,,,Zaruma,EC0713,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
La Victoria,EC071450,,,,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
La Libertad,EC071451,,,,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
El Paraiso,EC071452,,,,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
San Isidro,EC071453,,,,Las Lajas,EC0714,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Esmeraldas,EC080150,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Camarones (Cab. en San Vicente),EC080152,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Crnel. Carlos Concha Torres (Cab. en Huele),EC080153,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Chinca,EC080154,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Majua,EC080159,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Mateo,EC080163,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Tabiazo,EC080165,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Tachina,EC080166,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Vuelta Larga,EC080168,,,,Esmeraldas,EC0801,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Valdez (Limones),EC080250,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Anchayacu,EC080251,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Atahualpa (Cab. en Camarones),EC080252,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Borbon,EC080253,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
La Tola,EC080254,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Luis Vargas Torres (Cab. en Playa de Oro),EC080255,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Maldonado,EC080256,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Pampanal de Bolivar,EC080257,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Francisco de Onzole,EC080258,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Santo Domingo de Onzole,EC080259,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Selva Alegre,EC080260,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Telembi,EC080261,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Colon Eloy del Maria,EC080262,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose de Cayapas,EC080263,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Timbire,EC080264,,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Lucia de Las Peñas,EC080265,Santa Lucia de Las Penas,,,Eloy Alfaro,EC0802,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Muisne,EC080350,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Bolivar,EC080351,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Daule,EC080352,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Galera,EC080353,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Quingue (Olmedo Perdomo Franco),EC080354,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Salima,EC080355,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Francisco,EC080356,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Gregorio,EC080357,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jose de Chamanga,EC080358,,,,Muisne,EC0803,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Rosa Zarate (Quininde),EC080450,,,,Quininde,EC0804,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Cube,EC080451,,,,Quininde,EC0804,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Chura (Chancama) (Cab. en el Yerbero),EC080452,,,,Quininde,EC0804,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Malimpia,EC080453,,,,Quininde,EC0804,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Viche,EC080454,,,,Quininde,EC0804,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
La Union,EC080455,,,,Quininde,EC0804,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Lorenzo,EC080550,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Alto Tambo (Cab en Guadual),EC080551,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Ancon (Pichangal) (Cab. en Palma Real),EC080552,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Calderon,EC080553,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Carondelet,EC080554,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
5 de Junio (Cab. en Uimbi),EC080555,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Concepcion,EC080556,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Mataje (Cab. en Santander),EC080557,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Javier de Cachavi (Cab. en San Javier),EC080558,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Rita,EC080559,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Tambillo,EC080560,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Tululbi (Cab. en Ricaurte),EC080561,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Urbina,EC080562,,,,San Lorenzo,EC0805,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Atacames,EC080650,,,,Atacames,EC0806,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
La Union,EC080651,,,,Atacames,EC0806,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Sua (Cab. en La Bocana),EC080652,,,,Atacames,EC0806,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Tonchigue,EC080653,,,,Atacames,EC0806,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Tonsupa,EC080654,,,,Atacames,EC0806,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Rioverde,EC080750,,,,Rioverde,EC0807,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Chontaduro,EC080751,,,,Rioverde,EC0807,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Chumunde,EC080752,,,,Rioverde,EC0807,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Lagarto,EC080753,,,,Rioverde,EC0807,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Montalvo (Cab en Horqueta),EC080754,,,,Rioverde,EC0807,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Rocafuerte,EC080755,,,,Rioverde,EC0807,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
La Concordia,EC080850,,,,La Concordia,EC0808,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Monterrey,EC080851,,,,La Concordia,EC0808,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
La Villegas,EC080852,,,,La Concordia,EC0808,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Plan Piloto,EC080853,,,,La Concordia,EC0808,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Guayaquil,EC090150,,,,Guayaquil,EC0901,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Juan Gomez Rendon (Progreso),EC090152,,,,Guayaquil,EC0901,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Morro,EC090153,,,,Guayaquil,EC0901,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Posorja,EC090156,,,,Guayaquil,EC0901,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Puna,EC090157,,,,Guayaquil,EC0901,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Tenguel,EC090158,,,,Guayaquil,EC0901,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Alfredo Baquerizo Moreno (Jujan),EC090250,,,,Alfredo Baquerizo Moreno,EC0902,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Balao,EC090350,,,,Balao,EC0903,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Balzar,EC090450,,,,Balzar,EC0904,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Colimes,EC090550,,,,Colimes,EC0905,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jacinto,EC090551,,,,Colimes,EC0905,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Daule,EC090650,,,,Daule,EC0906,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Juan Bautista Aguirre (Los Tintos),EC090652,,,,Daule,EC0906,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Laurel,EC090653,,,,Daule,EC0906,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Limonal,EC090654,,,,Daule,EC0906,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Los Lojas (Enrique Baquerizo Moreno),EC090656,,,,Daule,EC0906,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Eloy Alfaro (Duran),EC090750,,,,Duran,EC0907,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Velasco Ibarra (Cab. El Empalme),EC090850,,,,Empalme,EC0908,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Guayas (Pueblo Nuevo),EC090851,,,,Empalme,EC0908,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
El Rosario,EC090852,,,,Empalme,EC0908,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
El Triunfo,EC090950,,,,El Triunfo,EC0909,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Milagro,EC091050,,,,Milagro,EC0910,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Chobo,EC091051,,,,Milagro,EC0910,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Mariscal Sucre (Huaques),EC091053,,,,Milagro,EC0910,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Roberto Astudillo (Cab. en Cruce de Venecia),EC091054,,,,Milagro,EC0910,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Naranjal,EC091150,,,,Naranjal,EC0911,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Jesus Maria,EC091151,,,,Naranjal,EC0911,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
San Carlos,EC091152,,,,Naranjal,EC0911,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Rosa de Flandes,EC091153,,,,Naranjal,EC0911,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Taura,EC091154,,,,Naranjal,EC0911,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Naranjito,EC091250,,,,Naranjito,EC0912,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Palestina,EC091350,,,,Palestina,EC0913,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Pedro Carbo,EC091450,,,,Pedro Carbo,EC0914,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Valle de La Virgen,EC091451,,,,Pedro Carbo,EC0914,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Sabanilla,EC091452,,,,Pedro Carbo,EC0914,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Samborondon,EC091650,,,,Samborondon,EC0916,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Tarifa,EC091651,,,,Samborondon,EC0916,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Lucia,EC091850,,,,Santa Lucia,EC0918,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
El Salitre (Las Ramas),EC091950,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Gral. Vernaza (Dos Esteros),EC091951,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
La Victoria (Ñauza),EC091952,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Junquillal,EC091953,,,,Salitre,EC0919,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
